APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,domain,domain_label,topic,topic_label,subtopic,subtopic_label,umap_x,umap_y
6922074,Early Brain Development in Twins,NATIONAL INSTITUTE OF MENTAL HEALTH,2005.0,392878.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,45,Clinical Research &  > Clinica... > Clinical Research,-7.4388943,2.0917366
7368658,Quantitative Trait Dissection by Reciprocal Hemizygosity,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2007.0,528829.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,149,Genetics & Biotechno > Genetic... > Genetics,-7.57336,5.053082
6430599,Regulation of Ca++ signaling by the PDK 2 gene product,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2002.0,209859.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,162,Genetics & Biotechno > Genetic... > Genetics,-5.6358376,4.4812794
9397888,Placental lipid metabolism impacts fetal adiposity and is programmed by the maternal metabolic milieu in early pregnancy,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2017.0,95254.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,122,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.3451214,2.8259287
7877716,Role of Heme Oxygenase-1 in Sepsis,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2010.0,407500.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,67,Genetics & Neuroscie > Genetic... > Genetics,-4.50098,7.2966337
10679793,Targeting MUC1-Mediated Tumor-Stromal Metabolic Cross-Talk in Pancreatic Cancer,NATIONAL CANCER INSTITUTE,2022.0,54784.0,9,Cancer Biology & Oncology,53,Cancer Biology & Oncology > Orphan Drug,199,Genetics & Neuroscie > Cancer... > Cancer,-6.890727,6.785488
10073480,Computerized Histologic Risk Predictor (CHiRP) for Early Stage Lung Cancers,NATIONAL CANCER INSTITUTE,2021.0,1.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,71,Genetics & Neuroscie > Neurosc... > Clinical Research,-7.6211963,4.302419
9766372,Role of the metabotropic glutamate receptor subtype 5 in circadian rhythm  misalignment and depression: Implications for treatment,NATIONAL INSTITUTE OF MENTAL HEALTH,2019.0,752564.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,72,Genetics & Neuroscie > Neurosc... > Neurosciences,-6.828061,5.7476587
10408862,Development of next-generation gene drive technologies for Anopheles population engineering,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2022.0,444440.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,56,Genetics & Neuroscie > Biotech... > Bioengineering,-5.03885,7.109451
7935603,A Randomized Trial of Letrozole vs Clomiphene in Infertile Women with PCOS,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2009.0,274042.0,10,Bioengineering & Technology,58,Bioengineering & Technology > Vaccine Related,219,Bioengineering & Bio > Biotech... > Clinical Research,-9.449315,3.2220886
7697548,Genetic Analysis of Age Related Hearing Impairment,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2009.0,852131.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,60,Genetics & Neuroscie > Genetic... > Genetics,-7.6056066,3.22875
6913524,Sensorimotor Learning and Control in Speech,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2005.0,43976.0,5,Neuroscience & Behavior,29,Neuroscience & Behavior > Mind and Body,111,Neurosciences & Beha > Clinica... > Neurosciences,-6.326244,1.8024184
7598971,Topogenesis of NA/K-ATPASE in Polarized Epithelial Cells,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,808688.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,127,Genetics & Neuroscie > Genetic... > Genetics,-5.2971773,4.60389
6592615,An Institutional NRSA in Molecular Biophysics,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,375464.0,4,Rare Diseases & Genomics,21,Rare Diseases & Genomics > Networking and Information Techn...,81,Genetics & Neuroscie > Clinica... > Genetics,-11.435951,4.077856
8914311,Pulmonary Surface Liquid Homeostasis,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2014.0,100000.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-9.839372,4.158572
9764705,Basis of Gene Regulation by Purine and Cobalamine Riboswitches,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,314732.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,164,Genetics & Biotechno > Genetic... > Genetics,-6.1719646,5.3656554
8204290,Discovery of chemically validated malaria liver stage targets,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2011.0,473750.0,9,Cancer Biology & Oncology,53,Cancer Biology & Oncology > Orphan Drug,202,Genetics & Neuroscie > Cancer... > Genetics,-6.98571,6.267576
6580179,OXYGEN RADICALS AND NITRIC OXIDE IN POSTISCHEMIC INJURY,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2002.0,84876.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,122,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.11276,3.2184992
6876168,"Oxidative Stress, Antioxidants and Breast Cancer Risk",NATIONAL CANCER INSTITUTE,2005.0,247648.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-8.065571,1.6895592
10058812,Helping Men Adhere to Sexual Rehabilitation Following Prostate Cancer Surgery,NATIONAL CANCER INSTITUTE,2021.0,388526.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,32,Clinical Research &  > Clinica... > Clinical Research,-8.487086,0.4291486
8710331,Blended Collaborative Care for Heart Failure and Co-Morbid Depression,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2014.0,1680003.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,32,Clinical Research &  > Clinica... > Clinical Research,-8.435381,0.526887
9157323,Immune Pathophysiology of Aplastic Anemia and Immunosuppressive Treatments,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2015.0,2958258.0,7,Infectious Disease & Immunology,37,Infectious Disease & Immunology > Clinical Research,144,Genetics & Biotechno > Genetic... > Clinical Research,-7.843934,3.9260967
7600498,Placental Development in Fetal Alcohol Syndrome,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2009.0,209164.0,6,Molecular Biology & Genomics,36,Molecular Biology & Genomics > Regenerative Medicine,142,Genetics & Neuroscie > Neurosc... > Clinical Research,-4.5970154,3.5763032
7647927,Boston University Alzheimer's Disease Core Center,NATIONAL INSTITUTE ON AGING,2009.0,1202058.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-11.006029,4.17471
9534193,Intergenerational Impact of Genetic and Psychological Factors on Blood Pressure,NATIONAL INSTITUTE OF NURSING RESEARCH,2018.0,594314.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,42,Clinical Research &  > Behavio... > Behavioral and Social Science,-7.9532156,1.3146178
10170187,Integrative Network Modeling of Cognitive Resilience to Alzheimer's Disease,NATIONAL INSTITUTE ON AGING,2021.0,1211963.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,38,Clinical Research &  > Clinica... > Clinical Research,-6.935692,3.102844
10569605,Applied Genomics in Infectious Diseases,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,259712.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,17,Clinical Research &  > Clinica... > Clinical Research,-11.590697,3.2243068
8607912,Exocytic pathways in HNSCC progression,NATIONAL CANCER INSTITUTE,2014.0,313989.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,128,Genetics & Neuroscie > Genetic... > Genetics,-5.89113,5.3999524
10017000,The UNC Core Center for Clinical Research,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2020.0,672402.0,10,Bioengineering & Technology,55,Bioengineering & Technology > Networking and Information Techn...,210,Bioengineering & Bio > Genetic... > Clinical Research,-9.217031,3.4493685
9519559,Development and implementation of a produce safety program that incorporates the FDA's Produce Safety Rule.,FOOD AND DRUG ADMINISTRATION,2018.0,938473.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.2689,3.2754765
10356917,Brain-wide input and output wiring diagram of oxytocin neurons and its function in claustrum-endopiriform complex,NATIONAL INSTITUTE OF MENTAL HEALTH,2022.0,464984.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,53,Genetics & Neuroscie > Biotech... > Bioengineering,-7.010574,4.22758
9966939,Psychological factors influencing voice outcomes: Technology-based assessment and intervention,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2020.0,195405.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.224521,2.8192167
8634776,"Avoiding clearance to maximize dose: Shape, Flexibility, and a ""Marker of Self""",NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2014.0,349200.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,130,Genetics & Neuroscie > Genetic... > Genetics,-6.7134757,4.519839
7234442,Ventilatory Control after Sleep Fragmentation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2007.0,408956.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,122,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.2282968,2.9651568
6509881,AGING AND ENDOTHELIAL CELL FUNCTION,NATIONAL INSTITUTE ON AGING,2002.0,223853.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-3.956288,6.157955
9993014,Biophysical Society Conference on Molecular Biophysics of Membranes,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,15000.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,7,Clinical Research &  > Cancer... > Aging,-11.418379,4.8497367
7278267,The Role of Protein Kinase C in Opioid Tolerance,NATIONAL INSTITUTE ON DRUG ABUSE,2007.0,247746.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,127,Genetics & Neuroscie > Genetic... > Genetics,-4.7521152,3.6950688
8249025,Mothers and Girls DaNcing togETher Trial (Magnet Trial),NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2012.0,108856.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,48,Clinical Research &  > Clinica... > Clinical Research,-8.852675,1.0352706
9052194,Mechanisms of Transcriptional Control Revealed by Nascent Transcript Sequencing,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2016.0,519704.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,197,Genetics & Neuroscie > Genetic... > Genetics,-6.865896,4.903975
6188523,MULTIDISCIPLINARY NMR CENTER FOR BIOMEDICAL RESEARCH,NATIONAL CENTER FOR RESEARCH RESOURCES,2000.0,881874.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,138,Genetics & Neuroscie > Bioengi... > Bioengineering,-8.528806,4.601464
9512587,Comparative and Cost-Effectiveness of Population Strategies to Improve Diet and Reduce Cancer,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2018.0,480316.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,41,Clinical Research &  > Behavio... > Clinical Research,-8.622158,2.0449412
7965734,Characterization of Small Open Reading Frames (sORFs) that Encode for Proteins,NATIONAL CANCER INSTITUTE,2009.0,126940.0,7,Infectious Disease & Immunology,39,Infectious Disease & Immunology > Dental/Oral and Craniofacial Dis...,152,Genetics & Biotechno > Genetic... > Genetics,-5.644246,5.32173
9734038,Intergenerational Transmission of Risk for Drug Use,NATIONAL INSTITUTE ON DRUG ABUSE,2019.0,585867.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,35,Clinical Research &  > Clinica... > Clinical Research,-8.329012,1.0699686
8068698,Polycystic Ovarian Syndrome Model: Androgen-Treated Pubertal Monkeys,NATIONAL CENTER FOR RESEARCH RESOURCES,2011.0,200124.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,72,Genetics & Neuroscie > Neurosc... > Neurosciences,-3.8438847,6.68992
8719183,Growth and Development of the Striatum in Huntington's Disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2014.0,589223.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,37,Clinical Research &  > Clinica... > Clinical Research,-7.6560345,2.2080517
8893568,The Effect of Alcohol on Bystander Intervention,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2015.0,163833.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,31,Clinical Research &  > Clinica... > Clinical Research,-8.401174,0.49039277
9768297,Refining and piloting a text messaging intervention to delay alcohol initiation and reduce alcohol use escalation among abstainer and lighter drinker college students,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2019.0,209875.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,35,Clinical Research &  > Clinica... > Clinical Research,-9.09564,1.375235
6745126,Understanding genetics of aging: Canis familiaris model,NATIONAL INSTITUTE ON AGING,2004.0,42976.0,8,Clinical & Translational Research,45,Clinical & Translational Research > Genetics,174,Clinical Research &  > Genetic... > Clinical Research,-12.139769,7.361103
7394431,Dynamics of a neural circuit that coordinates locomotion,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,225197.0,5,Neuroscience & Behavior,25,Neuroscience & Behavior > Neurosciences**,98,Neurosciences & Beha > Neurosc... > Neurosciences,-5.9909396,2.2366495
7479097,A Randomized Trial and Reduce to Disparity in Live Donor Kidney Transplantation,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2008.0,243119.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,31,Clinical Research &  > Clinica... > Clinical Research,-8.634792,0.3506528
10756129,Linking endotype and phenotype to understand COPD heterogeneity via deep learning and network science,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2024.0,178200.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,138,Genetics & Neuroscie > Bioengi... > Bioengineering,-7.690766,4.735501
6530026,PANDAS and Strep Infection: Are they Linked?,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2002.0,779155.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,211,Bioengineering & Bio > Clinica... > Clinical Research,-7.9271746,3.5011044
7527357,Metabolism and Toxicity of Arsenic in the Human Liver,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2009.0,340472.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-3.9088743,6.1309695
9910707,Regulatory mechanisms of protein and RNA phase transitions,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2020.0,64926.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,63,Genetics & Neuroscie > Genetic... > Genetics,-4.8385563,6.5938444
10447012,Mechanisms of adipocyte loss in laminopathy-induced lipodystrophy in mice and humans,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2022.0,351000.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,129,Genetics & Neuroscie > Genetic... > Clinical Research,-4.8398848,3.7654622
8707632,TIM molecules and the innate: adaptive interface in alloimmunity,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2013.0,312374.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.5333743,6.221295
10692284,Mechanisms of immune-mediated protection and pathogenesis during viral infections,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2022.0,1376440.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-4.9531946,7.3229256
9015272,A Degenerin Cation Channel Drives Activity-Dependent Remodeling of GABA Synapses,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2016.0,12521.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,94,Genetics & Neuroscie > Clinica... > Clinical Research,-4.5647855,5.2481008
8826130,Protein and Peptide Derived Cofactors,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2015.0,384344.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,156,Genetics & Biotechno > Bioengi... > Bioengineering,-6.5377774,5.5589857
8606971,Predoctoral Training in Molecular Therapeutics,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2014.0,180536.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-11.189466,3.6737065
8139611,Radioimmunoimaging of AL Amyloidosis using 124I-mAb 11-1F4 (Phase I/IND 100472/1-,FOOD AND DRUG ADMINISTRATION,2010.0,49680.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,30,Clinical Research &  > Clinica... > Clinical Research,-7.988582,2.7918482
10749631,Examining the genetic regulation of A-to-I editing and mediation of Alzheimer's disease,NATIONAL INSTITUTE ON AGING,2023.0,47534.0,5,Neuroscience & Behavior,28,Neuroscience & Behavior > Genetics,108,Neurosciences & Beha > Neurosc... > Neurosciences,-6.4381843,2.943975
6851342,20 YEAR CHANGES IN FITNESS &CARDIOVASCULAR DISEASE RISK,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,2035589.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,214,Bioengineering & Bio > Clinica... > Clinical Research,-8.112399,1.8594123
9331317,Novel vaccine to enhance breadth of influenza immunity by skin vaccination,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2017.0,606664.0,10,Bioengineering & Technology,58,Bioengineering & Technology > Vaccine Related,221,Bioengineering & Bio > Biotech... > Biotechnology,-6.74154,3.7584538
9414047,Database and software development for protein-nucleic acid structure predication,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,308484.0,10,Bioengineering & Technology,57,Bioengineering & Technology > Networking and Information Techn...,218,Bioengineering & Bio > Bioengi... > Genetics,-7.456081,5.2464027
8515267,Social Norms and Alcohol Prevention (SNAP),NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2013.0,527473.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,36,Clinical Research &  > Clinica... > Clinical Research,-9.66859,2.4414454
10384457,Development of a high-throughput epigenomic mapping platform to molecularly phenotype Crohn's disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2021.0,301921.0,10,Bioengineering & Technology,55,Bioengineering & Technology > Networking and Information Techn...,207,Bioengineering & Bio > Genetic... > Genetics,-8.651966,4.970403
6652638,Pitx2: Molecular mechanisms in eye development &disease,NATIONAL EYE INSTITUTE,2003.0,318916.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.58393,6.5500445
7484186,Neurological Sciences Academic Development Award,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,483570.0,8,Clinical & Translational Research,46,Clinical & Translational Research > Clinical Research,176,Clinical Research &  > Clinica... > Clinical Research,-12.048932,7.1811996
6470781,Technology for Analysis of Porphyromonas gingivalis,NATIONAL INSTITUTE OF DENTAL &CRANIOFACIAL RESEARCH,2002.0,290000.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,121,Genetics & Neuroscie > Neurosc... > Genetics,-5.977253,4.0280275
10237969,Prospectively characterizing the functional and antigenic effects of mutations to viral entry proteins,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2021.0,95883.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,197,Genetics & Neuroscie > Genetic... > Genetics,-7.5709887,5.64749
10481598,The Baltimore Longitudinal Study of Aging,NATIONAL INSTITUTE ON AGING,2021.0,7338699.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,212,Bioengineering & Bio > Clinica... > Clinical Research,-8.325848,2.2216918
8319461,Design and function of flagellin-based immunogens for broadly neutralizing immuni,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2012.0,527603.0,10,Bioengineering & Technology,58,Bioengineering & Technology > Vaccine Related,222,Bioengineering & Bio > Biotech... > Biotechnology,-6.6165314,4.1087565
10852974,Targeting the RNA modifying enzyme ALKBH5 in Medulloblastoma,NATIONAL CANCER INSTITUTE,2024.0,172098.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,69,Genetics & Neuroscie > Neurosc... > Genetics,-3.914624,6.6863537
6124615,CHILDRENS CANCER GROUP,NATIONAL CANCER INSTITUTE,2000.0,170307.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,23,Clinical Research &  > Clinica... > Clinical Research,-11.08324,4.046317
6415729,Anti-angiogenic signaling molecules in retinal cells,NATIONAL EYE INSTITUTE,2002.0,162125.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,194,Genetics & Neuroscie > Genetic... > Neurosciences,-6.902551,6.69623
7645728,NUCLEAR PL SCRAMBLASE IN DIFFERENTIATION & APOPTOSIS,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2009.0,369790.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,166,Genetics & Biotechno > Genetic... > Genetics,-4.6617603,4.7925196
7156233,Endocannabinoid Signaling During Early Pregnancy,NATIONAL INSTITUTE ON DRUG ABUSE,2007.0,286350.0,6,Molecular Biology & Genomics,32,Molecular Biology & Genomics > Heart Disease,126,Genetics & Neuroscie > Genetic... > Genetics,-4.872263,3.4397733
6620926,ATP Utilization and Ion Gradients in Myocardium,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2003.0,1204942.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,158,Genetics & Biotechno > Bioengi... > Genetics,-5.936272,5.6243334
8915876,The Unviersity of Michigan Injury Center,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,2014.0,7637.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.88485,3.814733
8239984,Modulation of sensitivity & imaging therapeutic response of hypoxic cancer cells,NATIONAL CANCER INSTITUTE,2012.0,312178.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,227,Bioengineering & Bio > Bioengi... > Bioengineering,-4.6205688,3.6821136
7436922,Structural Biology of Lysine Methylation in DNA Damage and Checkpoint Signaling,NATIONAL CANCER INSTITUTE,2008.0,313533.0,4,Rare Diseases & Genomics,19,Rare Diseases & Genomics > Stem Cell Research,73,Genetics & Neuroscie > Genetic... > Genetics,-5.617119,4.071716
6710109,MODULATION OF VISCERAL FAT BY ESTROGENS AFTER MENOPAUSE,NATIONAL INSTITUTE ON AGING,2004.0,283490.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-7.8738685,0.7544176
6796920,AFRICAN MALARIA VECTORS,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2002.0,385787.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.025453,3.7051172
9355080,Modeling muscle wasting in cancer cachexia,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2017.0,71001.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,57,Genetics & Neuroscie > Genetic... > Genetics,-6.5066524,3.8827946
10228792,Role of a Two-Factor Genetic Circuit Regulating Stemness in Colorectal Cancer,NATIONAL CANCER INSTITUTE,2021.0,51036.0,9,Cancer Biology & Oncology,53,Cancer Biology & Oncology > Orphan Drug,202,Genetics & Neuroscie > Cancer... > Genetics,-4.939484,6.055742
8539086,Neurological Emergencies Treatment Trials (NETT) Network Clinical Site Hubs,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2013.0,301328.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-10.2396755,3.6952958
8929145,CATT: Development and Application of a Neuronal Cell Activity-Tagging Toolbox,NATIONAL INSTITUTE ON AGING,2015.0,313597.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,230,Bioengineering & Bio > Bioengi... > Bioengineering,-7.9837956,5.248078
9977750,Multiplexed transcription factor profiling of complex mixtures and developmental toxicants for the NTP,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2019.0,1394.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,195,Genetics & Neuroscie > Genetic... > Biotechnology,-7.810351,5.9939566
7685527,PRESCRIBING PSYCHOTROPIC DRUGS TO YOUTH: CULTURAL FACTORS IN PARENTAL ATTITUDES,NATIONAL INSTITUTE OF MENTAL HEALTH,2009.0,129600.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,42,Clinical Research &  > Behavio... > Behavioral and Social Science,-7.680118,1.2651696
8233661,Mucosal Memory T Cells at the Vanguard of Human Host Defense,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2010.0,497557.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-4.7730165,7.2013516
8505033,Metallothioneins and  polyamines in major depression and suicide,NATIONAL INSTITUTE OF MENTAL HEALTH,2013.0,369600.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,72,Genetics & Neuroscie > Neurosc... > Neurosciences,-7.1367383,1.2956071
8668989,New Strategies for Bioactive Molecule Synthesis,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2014.0,277767.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,58,Genetics & Neuroscie > Genetic... > Genetics,-7.7592964,6.1034484
