APPLICATION_ID,CORE_PROJECT_NUM,topic,topic_label,IC_NAME,FISCAL_YEAR
2745555,R01HD026339,26,Genetics | Biotechnology | Neurosciences,HD,2000
8855477,T32DK007782,77,Clinical Research | Behavioral and Social Science | Prevention,DK,2015
8855541,T32DK104721,26,Genetics | Biotechnology | Neurosciences,DK,2015
8855598,P01HL078784,76,Clinical Research | Prevention | Genetics,HL,2015
8855679,,8,Biotechnology | Cancer | Bioengineering,AI,2015
8856000,T32AR007411,24,Clinical Research | Cancer | Neurosciences,AR,2015
8856107,R13AA017055,55,Cancer | Neurosciences | Genetics,AA,2015
8856113,R01AA021446,66,Clinical Research | Behavioral and Social Science | Health Services,AA,2015
8856169,R01CA169072,86,Bioengineering | Clinical Research | Cancer,CA,2015
8856188,R13DA022952,55,Cancer | Neurosciences | Genetics,DA,2015
8856195,R01DC012931,92,Neurosciences | Behavioral and Social Science | Brain Disorders,DC,2015
8856218,R01DK089211,35,Genetics | Neurosciences | Cardiovascular,DK,2015
8856258,R01GM081346,57,Genetics | Biotechnology | Neurosciences,GM,2015
8856311,R00HL107747,75,Genetics | Neurosciences | Clinical Research,HL,2015
8856361,U01MH098953,9,Genetics | Biotechnology | Cancer,MH,2015
8856458,U01AG048270,90,Clinical Research | Behavioral and Social Science | Prevention,AG,2015
8856511,R01CA151284,28,Clinical Research | Prevention | Genetics,CA,2015
8856547,R01DK084454,52,Genetics | Neurosciences | Brain Disorders,DK,2015
8856567,R01ES020866,26,Genetics | Biotechnology | Neurosciences,ES,2015
8856578,R01GM071747,65,Genetics | Biotechnology | Neurosciences,GM,2015
8856644,R01HL111614,11,Neurosciences | Genetics | Brain Disorders,HL,2015
8856650,R01HL115761,0,Genetics | Biotechnology | Neurosciences,HL,2015
8856719,R01CA193350,10,Cancer | Genetics | Rare Diseases,CA,2015
8856737,R01EY025225,81,Genetics | Cancer | Infectious Diseases,EY,2015
8856750,R01HL126668,52,Genetics | Neurosciences | Brain Disorders,HL,2015
8856765,R01HG008348,2,Clinical Research | Behavioral and Social Science | Prevention,HG,2015
8857129,R01EB016045,18,Bioengineering | Clinical Research | Neurosciences,EB,2015
8857153,R01HL116448,42,Clinical Research | Behavioral and Social Science | Prevention,HL,2015
8857183,,9,Genetics | Biotechnology | Cancer,AG,2015
8857252,K12HL120004,33,Clinical Research | Neurosciences | Cancer,HL,2015
8857378,R01DA023924,1,Biotechnology | Cancer | Infectious Diseases,DA,2015
8857394,K08DA038959,93,Clinical Research | Behavioral and Social Science | Prevention,DA,2015
8857432,K08DK098528,26,Genetics | Biotechnology | Neurosciences,DK,2015
8857477,R01GM029090,70,Genetics | Cancer | Biotechnology,GM,2015
8857563,R01NS081189,6,Genetics | Cancer | Neurosciences,NS,2015
8857577,R01HL126694,36,Bioengineering | Genetics | Human Genome,HL,2015
8858402,T32HD007014,82,Clinical Research | Neurosciences | Cancer,HD,2015
8858410,R01OH010106,43,Neurosciences | Clinical Research | Brain Disorders,OH,2015
8858494,R01AI044828,57,Genetics | Biotechnology | Neurosciences,AI,2015
8858628,R01DK099097,43,Neurosciences | Clinical Research | Brain Disorders,DK,2015
8858635,R01GM060001,51,Genetics | Biotechnology | Human Genome,GM,2015
8858653,T32HD055180,3,Clinical Research | Neurosciences | Behavioral and Social Science,HD,2015
8858660,R01HD073254,23,Behavioral and Social Science | Neurosciences | Clinical Research,HD,2015
8859222,R01DK102643,87,Genetics | Neurosciences | Biotechnology,DK,2015
8859323,R01HL126729,16,Genetics | Neurosciences | Cancer,HL,2015
8859683,R01CA193321,16,Genetics | Neurosciences | Cancer,CA,2015
8859739,R01AI116678,17,Neurosciences | Genetics | Brain Disorders,AI,2015
8859956,K24AI104831,34,Clinical Research | Behavioral and Social Science | Neurosciences,AI,2015
8860023,R01EY025250,17,Neurosciences | Genetics | Brain Disorders,EY,2015
8860024,R01HD083267,23,Behavioral and Social Science | Neurosciences | Clinical Research,HD,2015
8860076,,32,Clinical Research | Prevention | Cancer,AA,2015
8860098,R44AI063820,71,Biotechnology | Infectious Diseases | Prevention,AI,2015
8860231,U10HL108945,71,Biotechnology | Infectious Diseases | Prevention,HL,2015
8860400,R01CA193813,52,Genetics | Neurosciences | Brain Disorders,CA,2015
8860884,K99CA193734,34,Clinical Research | Behavioral and Social Science | Neurosciences,CA,2015
8861043,R01AI116787,2,Clinical Research | Behavioral and Social Science | Prevention,AI,2015
8862253,R01GM114162,84,Genetics | Infectious Diseases | Cancer,GM,2015
8862337,T32AI007291,82,Clinical Research | Neurosciences | Cancer,AI,2015
8862370,R01AI105215,70,Genetics | Cancer | Biotechnology,AI,2015
8862444,R21DA037743,9,Genetics | Biotechnology | Cancer,DA,2015
8862504,T32GM083937,24,Clinical Research | Cancer | Neurosciences,GM,2015
8862540,R01MH099007,23,Behavioral and Social Science | Neurosciences | Clinical Research,MH,2015
8862542,R01NR014484,67,Clinical Research | Prevention | Neurosciences,NR,2015
8862791,R01AG049898,66,Clinical Research | Behavioral and Social Science | Health Services,AG,2015
8863115,R01HS023801,66,Clinical Research | Behavioral and Social Science | Health Services,HS,2015
8863140,R01GM114358,64,Genetics | Infectious Diseases | Biotechnology,GM,2015
8864420,R01CA194057,81,Genetics | Cancer | Infectious Diseases,CA,2015
8864494,R01ES025209,78,Neurosciences | Genetics | Brain Disorders,ES,2015
8865340,R01GM114657,29,Genetics | Infectious Diseases | Bioengineering,GM,2015
8865552,R01AR063910,17,Neurosciences | Genetics | Brain Disorders,AR,2015
8865698,R01NS075018,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,NS,2015
8866197,R01HD077886,69,Genetics | Human Genome | Biotechnology,HD,2015
8866341,T32AI007046,24,Clinical Research | Cancer | Neurosciences,AI,2015
8866343,R01AI049466,11,Neurosciences | Genetics | Brain Disorders,AI,2015
8866374,R01CA188652,81,Genetics | Cancer | Infectious Diseases,CA,2015
8866383,R01DA038196,74,Clinical Research | Prevention | Behavioral and Social Science,DA,2015
8866409,K23EY022659,34,Clinical Research | Behavioral and Social Science | Neurosciences,EY,2015
8866421,K25HG006031,46,Clinical Research | Prevention | Neurosciences,HG,2015
8866455,F32HL117537,35,Genetics | Neurosciences | Cardiovascular,HL,2015
8866487,R21NS084007,70,Genetics | Cancer | Biotechnology,NS,2015
8866920,R25GM114000,77,Clinical Research | Behavioral and Social Science | Prevention,GM,2015
8867036,F32NS089186,11,Neurosciences | Genetics | Brain Disorders,NS,2015
8867138,R43AI109869,62,Infectious Diseases | Biotechnology | Prevention,AI,2015
8867237,R01EY012245,70,Genetics | Cancer | Biotechnology,EY,2015
8867269,T32HL083828,24,Clinical Research | Cancer | Neurosciences,HL,2015
8867996,R01AI043894,1,Biotechnology | Cancer | Infectious Diseases,AI,2015
8868051,K24CA121990,82,Clinical Research | Neurosciences | Cancer,CA,2015
8868100,R01DK057683,81,Genetics | Cancer | Infectious Diseases,DK,2015
8868120,R01GM050717,84,Genetics | Infectious Diseases | Cancer,GM,2015
8868157,R01HD076592,50,Behavioral and Social Science | Clinical Research | Pediatric,HD,2015
8868172,R01NS034239,75,Genetics | Neurosciences | Clinical Research,NS,2015
8868186,R01NS075291,70,Genetics | Cancer | Biotechnology,NS,2015
8868479,R21HS023826,36,Bioengineering | Genetics | Human Genome,HS,2015
8868798,K08AI095352,1,Biotechnology | Cancer | Infectious Diseases,AI,2015
8868886,R01AI047294,10,Cancer | Genetics | Rare Diseases,AI,2015
8868894,R01AI091702,10,Cancer | Genetics | Rare Diseases,AI,2015
8868920,R01AI103400,71,Biotechnology | Infectious Diseases | Prevention,AI,2015
8868927,R41AI109911,1,Biotechnology | Cancer | Infectious Diseases,AI,2015
8868966,K23DA032306,34,Clinical Research | Behavioral and Social Science | Neurosciences,DA,2015
8868989,R01DK096021,66,Clinical Research | Behavioral and Social Science | Health Services,DK,2015
8868991,R01DK097105,58,Genetics | Neurosciences | Biotechnology,DK,2015
8869034,R25MH080794,3,Clinical Research | Neurosciences | Behavioral and Social Science,MH,2015
8869057,T32NS082174,3,Clinical Research | Neurosciences | Behavioral and Social Science,NS,2015
8869338,K23DE025093,34,Clinical Research | Behavioral and Social Science | Neurosciences,DE,2015
8869954,R21ES025268,10,Cancer | Genetics | Rare Diseases,ES,2015
8870267,R01AG045094,5,Clinical Research | Behavioral and Social Science | Prevention,AG,2015
8870277,U01AI095550,49,Genetics | Neurosciences | Cancer,AI,2015
8870289,U01AI105937,88,Clinical Research | Prevention | Genetics,AI,2015
8870349,R01DK100653,75,Genetics | Neurosciences | Clinical Research,DK,2015
8870422,U01HL122638,85,Clinical Research | Prevention | Behavioral and Social Science,HL,2015
8870460,R01NS083405,17,Neurosciences | Genetics | Brain Disorders,NS,2015
8871507,R01AG041754,10,Cancer | Genetics | Rare Diseases,AG,2015
8871670,R01AI095706,87,Genetics | Neurosciences | Biotechnology,AI,2015
8871683,R44AI106270,71,Biotechnology | Infectious Diseases | Prevention,AI,2015
8871718,R01DK088139,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DK,2015
8871782,F30HL119039,70,Genetics | Cancer | Biotechnology,HL,2015
8871783,U34HL119582,19,Clinical Research | Prevention | Behavioral and Social Science,HL,2015
8871788,R01MH067924,91,Clinical Research | Behavioral and Social Science | Neurosciences,MH,2015
8871800,R01NS035192,27,Neurosciences | Genetics | Clinical Research,NS,2015
8871805,R01NS047029,7,Genetics | Cancer | Infectious Diseases,NS,2015
8872327,R21AI117547,6,Genetics | Cancer | Neurosciences,AI,2015
8872548,R03NS092063,65,Genetics | Biotechnology | Neurosciences,NS,2015
8872964,R03DK105314,0,Genetics | Biotechnology | Neurosciences,DK,2015
8873697,R21NS091920,73,Neurosciences | Brain Disorders | Behavioral and Social Science,NS,2015
8873969,R03AR062705,17,Neurosciences | Genetics | Brain Disorders,AR,2015
8873990,R01HD072844,52,Genetics | Neurosciences | Brain Disorders,HD,2015
8874109,R01AR052873,88,Clinical Research | Prevention | Genetics,AR,2015
8874141,R01CA140198,51,Genetics | Biotechnology | Human Genome,CA,2015
8874146,R01CA164346,27,Neurosciences | Genetics | Clinical Research,CA,2015
8874149,P01CA165995,8,Biotechnology | Cancer | Bioengineering,CA,2015
8874171,F31CA180378,70,Genetics | Cancer | Biotechnology,CA,2015
8874183,R01DA032708,27,Neurosciences | Genetics | Clinical Research,DA,2015
8874195,R01DC008149,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DC,2015
8874221,R00ES021535,22,Clinical Research | Genetics | Prevention,ES,2015
8874264,R01HL109288,99,Genetics | Neurosciences | Cancer,HL,2015
8874273,R18HL116244,42,Clinical Research | Behavioral and Social Science | Prevention,HL,2015
8874286,U01HL123022,21,Clinical Research | Prevention | Pediatric,HL,2015
8874307,R01NS023725,27,Neurosciences | Genetics | Clinical Research,NS,2015
8874328,F31NS084672,11,Neurosciences | Genetics | Brain Disorders,NS,2015
8874729,R01CA188654,27,Neurosciences | Genetics | Clinical Research,CA,2015
8874861,R44AI097120,86,Bioengineering | Clinical Research | Cancer,AI,2015
8874885,R01AI107301,96,Biotechnology | Bioengineering | Genetics,AI,2015
8874903,R25HS023207,85,Clinical Research | Prevention | Behavioral and Social Science,HS,2015
8874947,R01DC007903,99,Genetics | Neurosciences | Cancer,DC,2015
8875005,R01GM061019,57,Genetics | Biotechnology | Neurosciences,GM,2015
8875011,T32GM075774,82,Clinical Research | Neurosciences | Cancer,GM,2015
8875078,R01NS079061,49,Genetics | Neurosciences | Cancer,NS,2015
8875486,P30NR014139,63,Clinical Research | Behavioral and Social Science | Prevention,NR,2015
8875566,,32,Clinical Research | Prevention | Cancer,AI,2015
8875625,R01CA140337,70,Genetics | Cancer | Biotechnology,CA,2015
8875626,K23CA149079,46,Clinical Research | Prevention | Neurosciences,CA,2015
8875667,R01DK045788,27,Neurosciences | Genetics | Clinical Research,DK,2015
8875694,T32GM007175,33,Clinical Research | Neurosciences | Cancer,GM,2015
8875736,R01HL110937,10,Cancer | Genetics | Rare Diseases,HL,2015
8875737,R01HL111024,88,Clinical Research | Prevention | Genetics,HL,2015
8875752,T15LM011270,82,Clinical Research | Neurosciences | Cancer,LM,2015
8875765,R00MH097822,92,Neurosciences | Behavioral and Social Science | Brain Disorders,MH,2015
8876133,R01MH106978,17,Neurosciences | Genetics | Brain Disorders,MH,2015
8876219,R01CA194470,69,Genetics | Human Genome | Biotechnology,CA,2015
8876532,R37AI041699,41,Genetics | Biotechnology | Infectious Diseases,AI,2015
8876557,,9,Genetics | Biotechnology | Cancer,AI,2015
8876615,R01CA177734,88,Clinical Research | Prevention | Genetics,CA,2015
8876987,R01DK060481,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DK,2015
8877429,UM1CA081457,32,Clinical Research | Prevention | Cancer,CA,2015
8877459,R01CA177744,53,Bioengineering | Clinical Research | Neurosciences,CA,2015
8877502,K01DK098321,34,Clinical Research | Behavioral and Social Science | Neurosciences,DK,2015
8877507,U01DK099932,88,Clinical Research | Prevention | Genetics,DK,2015
8877538,R01EY014439,92,Neurosciences | Behavioral and Social Science | Brain Disorders,EY,2015
8877579,T32HL007517,24,Clinical Research | Cancer | Neurosciences,HL,2015
8877580,T32HL007563,82,Clinical Research | Neurosciences | Cancer,HL,2015
8877654,K23NS085028,91,Clinical Research | Behavioral and Social Science | Neurosciences,NS,2015
8877656,R01NS085214,41,Genetics | Biotechnology | Infectious Diseases,NS,2015
8878024,F32DA035543,58,Genetics | Neurosciences | Biotechnology,DA,2015
8878073,R01NR013908,13,Clinical Research | Behavioral and Social Science | Prevention,NR,2015
8878177,K08AR060257,88,Clinical Research | Prevention | Genetics,AR,2015
8878285,R01GM067202,52,Genetics | Neurosciences | Brain Disorders,GM,2015
8878342,T15LM011271,33,Clinical Research | Neurosciences | Cancer,LM,2015
8878809,R01FD003516,43,Neurosciences | Clinical Research | Brain Disorders,FD,2015
8878941,,8,Biotechnology | Cancer | Bioengineering,AG,2015
8878986,U01AI063594,88,Clinical Research | Prevention | Genetics,AI,2015
8879089,U01DA036158,15,Clinical Research | Clinical Trials | Prevention,DA,2015
8879161,R01GM095497,78,Neurosciences | Genetics | Brain Disorders,GM,2015
8879170,R01GM105396,20,Genetics | Biotechnology | Neurosciences,GM,2015
8879189,R00HL109212,46,Clinical Research | Prevention | Neurosciences,HL,2015
8879194,R01HL113251,67,Clinical Research | Prevention | Neurosciences,HL,2015
8879199,R01MH065252,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,MH,2015
8879225,R01NS080976,11,Neurosciences | Genetics | Brain Disorders,NS,2015
8879762,R15GM114743,51,Genetics | Biotechnology | Human Genome,GM,2015
8879975,T32DE023526,63,Clinical Research | Behavioral and Social Science | Prevention,DE,2015
8879977,U18FD004645,30,Prevention | Clinical Research | Cancer,FD,2015
8879986,U18FD004678,30,Prevention | Clinical Research | Cancer,FD,2015
8879999,F31NS089351,27,Neurosciences | Genetics | Clinical Research,NS,2015
8880009,R21OH010555,95,Clinical Research | Behavioral and Social Science | Prevention,OH,2015
8880112,K08AI102696,81,Genetics | Cancer | Infectious Diseases,AI,2015
8880134,R01CA151953,2,Clinical Research | Behavioral and Social Science | Prevention,CA,2015
8880157,,47,Clinical Research | Genetics | Biotechnology,DA,2015
8880181,R90DE024296,77,Clinical Research | Behavioral and Social Science | Prevention,DE,2015
8880184,R01DK079713,13,Clinical Research | Behavioral and Social Science | Prevention,DK,2015
8880198,R01DK096492,49,Genetics | Neurosciences | Cancer,DK,2015
8880202,R21DK099393,90,Clinical Research | Behavioral and Social Science | Prevention,DK,2015
8880204,R01DK100414,71,Biotechnology | Infectious Diseases | Prevention,DK,2015
8880206,R01DK100960,27,Neurosciences | Genetics | Clinical Research,DK,2015
8880234,R01GM058038,70,Genetics | Cancer | Biotechnology,GM,2015
8880259,R01HD075761,95,Clinical Research | Behavioral and Social Science | Prevention,HD,2015
8880302,U01NS088312,71,Biotechnology | Infectious Diseases | Prevention,NS,2015
8880303,R25OD016519,90,Clinical Research | Behavioral and Social Science | Prevention,OD,2015
8880608,R21CA195127,69,Genetics | Human Genome | Biotechnology,CA,2015
8880731,R01AG047139,67,Clinical Research | Prevention | Neurosciences,AG,2015
8880876,T90DE021986,3,Clinical Research | Neurosciences | Behavioral and Social Science,DE,2015
8881071,,8,Biotechnology | Cancer | Bioengineering,AI,2015
8881103,R01HS021679,5,Clinical Research | Behavioral and Social Science | Prevention,HS,2015
8881159,R01DK094905,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DK,2015
8881204,T32GM066698,82,Clinical Research | Neurosciences | Cancer,GM,2015
8881256,R01HD079214,76,Clinical Research | Prevention | Genetics,HD,2015
8881292,R01HL112388,70,Genetics | Cancer | Biotechnology,HL,2015
8882223,K08HS022331,46,Clinical Research | Prevention | Neurosciences,HS,2015
8882260,R21AI113806,69,Genetics | Human Genome | Biotechnology,AI,2015
8882415,R01DK100664,79,Genetics | Biotechnology | Neurosciences,DK,2015
8882437,T32GM008505,3,Clinical Research | Neurosciences | Behavioral and Social Science,GM,2015
8882482,R01GM107165,48,Bioengineering | Biotechnology | Neurosciences,GM,2015
8882521,K23HL104575,19,Clinical Research | Prevention | Behavioral and Social Science,HL,2015
8882525,K23HL107787,48,Bioengineering | Biotechnology | Neurosciences,HL,2015
8882573,R25OD014807,82,Clinical Research | Neurosciences | Cancer,OD,2015
8882771,R21AR068035,88,Clinical Research | Prevention | Genetics,AR,2015
8882829,R01GM076667,44,Genetics | Bioengineering | Human Genome,GM,2015
8882943,R01MH102603,0,Genetics | Biotechnology | Neurosciences,MH,2015
8883092,K01AA021431,34,Clinical Research | Behavioral and Social Science | Neurosciences,AA,2015
8883107,R01AI077460,7,Genetics | Cancer | Infectious Diseases,AI,2015
8883118,R00CA154884,81,Genetics | Cancer | Infectious Diseases,CA,2015
8883223,R01HD068345,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,HD,2015
8883415,R01CA166294,61,Genetics | Cancer | Rare Diseases,CA,2015
8883493,T32DK007656,24,Clinical Research | Cancer | Neurosciences,DK,2015
8883523,R37EB000244,71,Biotechnology | Infectious Diseases | Prevention,EB,2015
8883529,R01EB019036,97,Bioengineering | Biotechnology | Cancer,EB,2015
8883698,U01HL119178,18,Bioengineering | Clinical Research | Neurosciences,HL,2015
8883729,R03NR014515,38,Clinical Research | Behavioral and Social Science | Pediatric,NR,2015
8883807,R01DK101413,81,Genetics | Cancer | Infectious Diseases,DK,2015
8884123,R01NS088432,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,NS,2015
8884250,R01DK033823,7,Genetics | Cancer | Infectious Diseases,DK,2015
8884281,R01EY018341,70,Genetics | Cancer | Biotechnology,EY,2015
8884348,U01CA195547,74,Clinical Research | Prevention | Behavioral and Social Science,CA,2015
8884418,R01MH099666,13,Clinical Research | Behavioral and Social Science | Prevention,MH,2015
8884557,R01CA172855,28,Clinical Research | Prevention | Genetics,CA,2015
8884583,T32DK007260,46,Clinical Research | Prevention | Neurosciences,DK,2015
8884589,R01DK079984,49,Genetics | Neurosciences | Cancer,DK,2015
8884672,R01MH097659,0,Genetics | Biotechnology | Neurosciences,MH,2015
8884673,R34MH101272,5,Clinical Research | Behavioral and Social Science | Prevention,MH,2015
8884905,R01GM034883,35,Genetics | Neurosciences | Cardiovascular,GM,2015
8885229,R01DK056626,78,Neurosciences | Genetics | Brain Disorders,DK,2015
8885377,R01NS067299,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,NS,2015
8885492,K12DE023574,3,Clinical Research | Neurosciences | Behavioral and Social Science,DE,2015
8885630,R01AI070258,78,Neurosciences | Genetics | Brain Disorders,AI,2015
8885818,R01DK099350,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DK,2015
8885836,K99EY024648,9,Genetics | Biotechnology | Cancer,EY,2015
8885866,R21HD081283,6,Genetics | Cancer | Neurosciences,HD,2015
8885893,R01MH073402,91,Clinical Research | Behavioral and Social Science | Neurosciences,MH,2015
8885990,R01HD081256,69,Genetics | Human Genome | Biotechnology,HD,2015
8886057,R01AR055899,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,AR,2015
8886129,R01DK102960,52,Genetics | Neurosciences | Brain Disorders,DK,2015
8886243,R01AI112844,6,Genetics | Cancer | Neurosciences,AI,2015
8886319,R01MH104512,22,Clinical Research | Genetics | Prevention,MH,2015
8886342,R01NS088555,78,Neurosciences | Genetics | Brain Disorders,NS,2015
8886460,R01EY016108,6,Genetics | Cancer | Neurosciences,EY,2015
8886494,R01HL063038,11,Neurosciences | Genetics | Brain Disorders,HL,2015
8886613,R01CA114246,83,Bioengineering | Biotechnology | Cancer,CA,2015
8886729,R01CA187923,57,Genetics | Biotechnology | Neurosciences,CA,2015
8886783,R01HS023318,66,Clinical Research | Behavioral and Social Science | Health Services,HS,2015
8886981,F32NS089442,81,Genetics | Cancer | Infectious Diseases,NS,2015
8887249,R01EY011488,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2015
8887334,R01EB017255,36,Bioengineering | Genetics | Human Genome,EB,2015
8887336,R01ES023441,22,Clinical Research | Genetics | Prevention,ES,2015
8887417,R01CA183891,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,CA,2015
8887576,R01GM062970,57,Genetics | Biotechnology | Neurosciences,GM,2015
8887743,R01DK068348,20,Genetics | Biotechnology | Neurosciences,DK,2015
8888154,R01NR015265,76,Clinical Research | Prevention | Genetics,NR,2015
8888530,R01AI113287,22,Clinical Research | Genetics | Prevention,AI,2015
8888751,R01DC013073,92,Neurosciences | Behavioral and Social Science | Brain Disorders,DC,2015
8888833,R01DK028082,7,Genetics | Cancer | Infectious Diseases,DK,2015
8888853,R01AR066808,81,Genetics | Cancer | Infectious Diseases,AR,2015
8889058,R01DE017102,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DE,2015
8889132,R01EB018958,18,Bioengineering | Clinical Research | Neurosciences,EB,2015
8889225,K23CA178083,19,Clinical Research | Prevention | Behavioral and Social Science,CA,2015
8889256,U01EB015521,87,Genetics | Neurosciences | Biotechnology,EB,2015
8889295,K23HL109083,5,Clinical Research | Behavioral and Social Science | Prevention,HL,2015
8889308,T32NR008857,63,Clinical Research | Behavioral and Social Science | Prevention,NR,2015
8889627,R03AI109224,1,Biotechnology | Cancer | Infectious Diseases,AI,2015
8889637,K23AR064279,22,Clinical Research | Genetics | Prevention,AR,2015
8889713,K12HL109068,77,Clinical Research | Behavioral and Social Science | Prevention,HL,2015
8889940,R21MH107039,61,Genetics | Cancer | Rare Diseases,MH,2015
8889965,F31CA189691,20,Genetics | Biotechnology | Neurosciences,CA,2015
8889983,F32MH103931,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,MH,2015
8890072,R01AI067890,49,Genetics | Neurosciences | Cancer,AI,2015
8890082,,47,Clinical Research | Genetics | Biotechnology,AI,2015
8890091,R01AI098984,62,Infectious Diseases | Biotechnology | Prevention,AI,2015
8890169,R01HD073475,80,Genetics | Neurosciences | Clinical Research,HD,2015
8890212,R01MD009055,88,Clinical Research | Prevention | Genetics,MD,2015
8890233,R25MH101078,77,Clinical Research | Behavioral and Social Science | Prevention,MH,2015
8890626,K01HL122394,46,Clinical Research | Prevention | Neurosciences,HL,2015
8890762,R01AI100890,83,Bioengineering | Biotechnology | Cancer,AI,2015
8890799,R01CA163498,86,Bioengineering | Clinical Research | Cancer,CA,2015
8890842,R01GM098026,65,Genetics | Biotechnology | Neurosciences,GM,2015
8890850,R21HD078636,38,Clinical Research | Behavioral and Social Science | Pediatric,HD,2015
8890898,R01NS078385,83,Bioengineering | Biotechnology | Cancer,NS,2015
8891056,R01AR056672,35,Genetics | Neurosciences | Cardiovascular,AR,2015
8891223,R01HD052731,52,Genetics | Neurosciences | Brain Disorders,HD,2015
8891334,P30AG028740,85,Clinical Research | Prevention | Behavioral and Social Science,AG,2015
8891406,R01DK043743,0,Genetics | Biotechnology | Neurosciences,DK,2015
8891438,SC3GM084721,58,Genetics | Neurosciences | Biotechnology,GM,2015
8891506,D43TW009074,19,Clinical Research | Prevention | Behavioral and Social Science,TW,2015
8891755,K99HG007940,69,Genetics | Human Genome | Biotechnology,HG,2015
8891779,K01HL123612,34,Clinical Research | Behavioral and Social Science | Neurosciences,HL,2015
8891816,R01AG033570,16,Genetics | Neurosciences | Cancer,AG,2015
8891932,F31DA038417,50,Behavioral and Social Science | Clinical Research | Pediatric,DA,2015
8892024,R01AI025011,71,Biotechnology | Infectious Diseases | Prevention,AI,2015
8892028,,22,Clinical Research | Genetics | Prevention,AI,2015
8892062,R01AI108725,0,Genetics | Biotechnology | Neurosciences,AI,2015
8892065,R21AI109272,43,Neurosciences | Clinical Research | Brain Disorders,AI,2015
8892155,R01DK044888,27,Neurosciences | Genetics | Clinical Research,DK,2015
8892186,R01EY024639,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2015
8892229,R01HL114097,38,Clinical Research | Behavioral and Social Science | Pediatric,HL,2015
8892387,R01DK103335,43,Neurosciences | Clinical Research | Brain Disorders,DK,2015
8892398,R21AI112766,70,Genetics | Cancer | Biotechnology,AI,2015
8892443,R21NS090397,17,Neurosciences | Genetics | Brain Disorders,NS,2015
8892816,R01CA159144,97,Bioengineering | Biotechnology | Cancer,CA,2015
8892964,,47,Clinical Research | Genetics | Biotechnology,AI,2015
8893006,R03AR066805,78,Neurosciences | Genetics | Brain Disorders,AR,2015
8893009,T32CA009685,33,Clinical Research | Neurosciences | Cancer,CA,2015
8893013,K05CA124911,24,Clinical Research | Cancer | Neurosciences,CA,2015
8893118,R01HG007406,97,Bioengineering | Biotechnology | Cancer,HG,2015
8893124,R01HL091013,49,Genetics | Neurosciences | Cancer,HL,2015
8893129,K08HL114889,47,Clinical Research | Genetics | Biotechnology,HL,2015
8893150,R01MH100984,62,Infectious Diseases | Biotechnology | Prevention,MH,2015
8893568,R21AA023230,42,Clinical Research | Behavioral and Social Science | Prevention,AA,2015
8893782,F32DA038383,23,Behavioral and Social Science | Neurosciences | Clinical Research,DA,2015
8893849,R01AG037037,28,Clinical Research | Prevention | Genetics,AG,2015
8893863,R01AI073099,61,Genetics | Cancer | Rare Diseases,AI,2015
8893883,R33AI102240,83,Bioengineering | Biotechnology | Cancer,AI,2015
8893897,K24AT003683,32,Clinical Research | Prevention | Cancer,AT,2015
8893909,R01CA160684,5,Clinical Research | Behavioral and Social Science | Prevention,CA,2015
8893929,R01DA032562,11,Neurosciences | Genetics | Brain Disorders,DA,2015
8893993,R01EY020533,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2015
8894011,R01GM044783,96,Biotechnology | Bioengineering | Genetics,GM,2015
8894093,R01NS040701,84,Genetics | Infectious Diseases | Cancer,NS,2015
8894398,R01AR036819,11,Neurosciences | Genetics | Brain Disorders,AR,2015
8894406,R01AR059385,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,AR,2015
8894462,R01CA163591,7,Genetics | Cancer | Infectious Diseases,CA,2015
8894481,R01DA032843,50,Behavioral and Social Science | Clinical Research | Pediatric,DA,2015
8894504,R21EB018964,18,Bioengineering | Clinical Research | Neurosciences,EB,2015
8894567,R01HL116291,93,Clinical Research | Behavioral and Social Science | Prevention,HL,2015
8894593,R01HL123626,35,Genetics | Neurosciences | Cardiovascular,HL,2015
8894627,K08NS083733,70,Genetics | Cancer | Biotechnology,NS,2015
8895089,R01HL105451,67,Clinical Research | Prevention | Neurosciences,HL,2015
8895150,U24OD010850,62,Infectious Diseases | Biotechnology | Prevention,OD,2015
8895238,,47,Clinical Research | Genetics | Biotechnology,AI,2015
8895378,R01HL077192,52,Genetics | Neurosciences | Brain Disorders,HL,2015
