APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
10919052,Electron Microscopy,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2023.0,1262571.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Electron Microscopy,1.26
9341152,Discovery and Development of a Selective pan-FLT3-ITD Kinase Inhibitor Clinical Candidate for the Treatment of FLT3-ITD-Driven AML,NATIONAL CANCER INSTITUTE,2017.0,358560.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Discovery and Development of a Selective pan-FLT3-ITD Kinase Inhibitor Clinical Candidate for the Treatment of FLT3-ITD-,0.36
8746810,Modulating brain plasticity in rehabilitation of stroke and other brain lesions,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2013.0,2149011.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Modulating brain plasticity in rehabilitation of stroke and other brain lesions,2.15
6394039,DISINHIBITION FOLLOWING NEOCORTICAL TRAUMA,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2001.0,184283.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,DISINHIBITION FOLLOWING NEOCORTICAL TRAUMA,0.18
8525922,Neuro- and Behavioral Economics of Cognitive Effort,NATIONAL INSTITUTE OF MENTAL HEALTH,2013.0,42232.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Neuro- and Behavioral Economics of Cognitive Effort,0.04
9298711,Mesenchymal-neuroepithelial interactions in the developing telencephalon.,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2017.0,335905.0,22,NATIONAL CANCER INSTITUTE: Genetics,Mesenchymal-neuroepithelial interactions in the developing telencephalon.,0.34
7276890,Mechanosensory Transduction Gordon Conference,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2007.0,27400.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,Mechanosensory Transduction Gordon Conference,0.03
10406287,Dissecting Viscerosensory Pathways Controlling Feeding Behavior,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2022.0,149569.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Dissecting Viscerosensory Pathways Controlling Feeding Behavior,0.15
8134204,Worcester Heart Attack Study,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2011.0,587148.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,Worcester Heart Attack Study,0.59
10615806,METTL3 in chromium-induced angiogenesis and carcinogenesis,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2023.0,519475.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",METTL3 in chromium-induced angiogenesis and carcinogenesis,0.52
6392548,COMPREHENSIVE VIEWING OF THE HUMAN GENOME,NATIONAL INSTITUTE OF MENTAL HEALTH,2001.0,371800.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,COMPREHENSIVE VIEWING OF THE HUMAN GENOME,0.37
7015017,Novel Therapeutics for Bacillus anthracis,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2006.0,3440090.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Novel Therapeutics for Bacillus anthracis,3.44
7912073,Neurotrophic Factor Deprivation And Neuronal Cell Death,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2009.0,183693.0,40,NATIONAL CANCER INSTITUTE: Genetics,Neurotrophic Factor Deprivation And Neuronal Cell Death,0.18
6881369,Thrombomodulin Function in Cellular Physiology,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,371376.0,34,NATIONAL CANCER INSTITUTE: Genetics,Thrombomodulin Function in Cellular Physiology,0.37
9162201,IGF::OT::IGF DCP COMMUNICATIONS SUPPORT,NATIONAL CANCER INSTITUTE,2015.0,479942.0,1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Infectious Diseases,IGF::OT::IGF DCP COMMUNICATIONS SUPPORT,0.48
8689012,Mechanisms underlying YY1 control of intestinal epithelial homeostasis,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2014.0,77500.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mechanisms underlying YY1 control of intestinal epithelial homeostasis,0.08
8912542,Neural Mechanisms of CBT Response in Hoarding Disorder,NATIONAL INSTITUTE OF MENTAL HEALTH,2015.0,554989.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Neural Mechanisms of CBT Response in Hoarding Disorder,0.55
7966860,Quantifying Exposure to Illicit Drugs & Psychosocial Stress in Real Time,NATIONAL INSTITUTE ON DRUG ABUSE,2009.0,724430.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Quantifying Exposure to Illicit Drugs & Psychosocial Stress in Real Time,0.72
9335537,m-Palliative Care Link: Improving symptom control and information exchange among specialists and local health workers treating late stage Tanzanian cancer patients,FOGARTY INTERNATIONAL CENTER,2018.0,210100.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,m-Palliative Care Link: Improving symptom control and information exchange among specialists and local health workers tr,0.21
7111250,Development of an electrical diagnostic for melanoma,NATIONAL CANCER INSTITUTE,2006.0,163787.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Development of an electrical diagnostic for melanoma,0.16
10660583,Molecular Mechanisms in Sweat Gland Development,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2023.0,551914.0,34,NATIONAL CANCER INSTITUTE: Genetics,Molecular Mechanisms in Sweat Gland Development,0.55
6640044,Synapse formation in the C. elegans nervous system,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,274466.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Synapse formation in the C. elegans nervous system,0.27
8081879,HIV Prevention Within High-Risk Social Networks,NATIONAL INSTITUTE ON DRUG ABUSE,2011.0,537618.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,HIV Prevention Within High-Risk Social Networks,0.54
9611592,Lessons for Success,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2019.0,39990.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Lessons for Success,0.04
7893705,Research Training in Pediatric Emergency Medicine,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2010.0,268896.0,6,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Research Training in Pediatric Emergency Medicine,0.27
9326309,Regulation of ESCRT-III Activity in Yeast,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2017.0,305533.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Regulation of ESCRT-III Activity in Yeast,0.31
8084158,Pan-Lipoxygenase Inhibitors for CNS Disease,NATIONAL INSTITUTE ON AGING,2011.0,375373.0,40,NATIONAL CANCER INSTITUTE: Genetics,Pan-Lipoxygenase Inhibitors for CNS Disease,0.38
6523988,DIGESTIVE DISEASES RESEARCH CORE CENTERS,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2002.0,1000000.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,DIGESTIVE DISEASES RESEARCH CORE CENTERS,1.0
10406252,"Repetitive Head Impact Exposure and Later-Life White Matter Signal Abnormalities: An Investigation in Former NFL Players, Subjects with Alzheimer's Disease, and Cognitively Normal Controls",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2022.0,153966.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,Repetitive Head Impact Exposure and Later-Life White Matter Signal Abnormalities: An Investigation in Former NFL Players,0.15
10634688,Development of bio-integrated devices to enhance transplant survival for subcutaneous encapsulated cell therapies,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2023.0,87682.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Development of bio-integrated devices to enhance transplant survival for subcutaneous encapsulated cell therapies,0.09
7392647,Mechanisms of Ras signaling in single synapses,NATIONAL INSTITUTE OF MENTAL HEALTH,2008.0,312000.0,22,NATIONAL CANCER INSTITUTE: Genetics,Mechanisms of Ras signaling in single synapses,0.31
6386423,STRUCTURAL BASIS FOR ACTIVATION OF PROTEASOMES BY REG,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2001.0,255961.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,STRUCTURAL BASIS FOR ACTIVATION OF PROTEASOMES BY REG,0.26
10816421,1/21 ABCD-USA CONSORTIUM: RESEARCH PROJECT SITE AT U UTAH,NATIONAL INSTITUTE ON DRUG ABUSE,2024.0,2730520.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,1/21 ABCD-USA CONSORTIUM: RESEARCH PROJECT SITE AT U UTAH,2.73
7122212,S-Adenosylmethionine and Pneumocystis treatment,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,251060.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",S-Adenosylmethionine and Pneumocystis treatment,0.25
6525899,"Structure, Mechanism and Regulation of the V-ATPases",NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2002.0,454903.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,"Structure, Mechanism and Regulation of the V-ATPases",0.45
6513599,KAPOSI SARCOMA ASSOCIATED HERPESVIRUS PATHOGENESIS,NATIONAL CANCER INSTITUTE,2002.0,313580.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,KAPOSI SARCOMA ASSOCIATED HERPESVIRUS PATHOGENESIS,0.31
10545896,The role of unacylated ghrelin on age-associated progressive muscle weakness and cachexia elicited by cancer,NATIONAL INSTITUTE ON AGING,2022.0,249000.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",The role of unacylated ghrelin on age-associated progressive muscle weakness and cachexia elicited by cancer,0.25
8206572,Fabrication of 3D Cardiac Patches for Myocardial Recovery,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2011.0,161318.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Fabrication of 3D Cardiac Patches for Myocardial Recovery,0.16
6194662,SEVERE MALARIAL ANEMIA AND ALTERED IMMUNE FUNCTION,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2000.0,325880.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,SEVERE MALARIAL ANEMIA AND ALTERED IMMUNE FUNCTION,0.33
8152204,Jacksonville Racial and Ethnic Environmental Approaches to Community Health (REEA,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,2011.0,250000.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Jacksonville Racial and Ethnic Environmental Approaches to Community Health (REEA,0.25
9969339,T resident memory cells in arthritis,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2020.0,413891.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,T resident memory cells in arthritis,0.41
8470605,Adaptive Treatment Models for the Management of Drug Use Disorders,NATIONAL INSTITUTE ON DRUG ABUSE,2013.0,134836.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Adaptive Treatment Models for the Management of Drug Use Disorders,0.13
9136217,Blue-Green Pathways in the Mammalian Retina,NATIONAL EYE INSTITUTE,2016.0,380000.0,33,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Blue-Green Pathways in the Mammalian Retina,0.38
10677803,Donor-specific B cells in Transplantation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,537042.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Donor-specific B cells in Transplantation,0.54
6870501,"Dopamine cell impulse flow, reward and schizophrenia",NATIONAL INSTITUTE ON DRUG ABUSE,2005.0,330313.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,"Dopamine cell impulse flow, reward and schizophrenia",0.33
6198520,MECHANISMS OF ACTIONS OF ALCOHOL AND OMEGA 3-FATTY ACIDS,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2000.0,252000.0,22,NATIONAL CANCER INSTITUTE: Genetics,MECHANISMS OF ACTIONS OF ALCOHOL AND OMEGA 3-FATTY ACIDS,0.25
6858402,Roles of Reticulon proteins in neurodegenerative disease,NATIONAL INSTITUTE ON AGING,2005.0,313650.0,34,NATIONAL CANCER INSTITUTE: Genetics,Roles of Reticulon proteins in neurodegenerative disease,0.31
8520877,Deep Sequencing to Screen Functional Antibody Epitopes,NATIONAL CANCER INSTITUTE,2013.0,161776.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Deep Sequencing to Screen Functional Antibody Epitopes,0.16
8129788,Role of chemokine receptors in neuronal survival,NATIONAL INSTITUTE ON DRUG ABUSE,2011.0,282329.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Role of chemokine receptors in neuronal survival,0.28
6094107,NATIONAL WILMS TUMOR STUDY -5,NATIONAL CANCER INSTITUTE,2000.0,850174.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,NATIONAL WILMS TUMOR STUDY -5,0.85
7289769,Prescription opioid agonists: tolerance and efficacy,NATIONAL INSTITUTE ON DRUG ABUSE,2007.0,192258.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Prescription opioid agonists: tolerance and efficacy,0.19
10073335,Visualization and Epigenomic Characterization of Early Intestinal Tumorigenesis in Mice,NATIONAL CANCER INSTITUTE,2021.0,434625.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Visualization and Epigenomic Characterization of Early Intestinal Tumorigenesis in Mice,0.43
7030198,NATIONAL DRUG ABUSE TREATMENT CLINICAL TRIALS NETWORK,NATIONAL INSTITUTE ON DRUG ABUSE,2005.0,280000.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,NATIONAL DRUG ABUSE TREATMENT CLINICAL TRIALS NETWORK,0.28
7109107,"Parenting Through Divorce: Low-Cost, Innovative Training",EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2006.0,150989.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,"Parenting Through Divorce: Low-Cost, Innovative Training",0.15
6811202,Initiation and Regulation of Platelet Thrombus Formation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,312828.0,29,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Initiation and Regulation of Platelet Thrombus Formation,0.31
7616825,"EBV's Plasmid Replicon: Its Synthesis, Partitioning, and Maintenance of Tumors",NATIONAL CANCER INSTITUTE,2009.0,300378.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,"EBV's Plasmid Replicon: Its Synthesis, Partitioning, and Maintenance of Tumors",0.3
6483257,A genetic analysis of Drosophila limb patterning,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2002.0,275289.0,34,NATIONAL CANCER INSTITUTE: Genetics,A genetic analysis of Drosophila limb patterning,0.28
6380115,LEPTIN REGULATION OF NUTRIENT HANDLING,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2001.0,124551.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",LEPTIN REGULATION OF NUTRIENT HANDLING,0.12
9262288,Spatial Regulation of Developmental Gene Expression,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2017.0,502551.0,40,NATIONAL CANCER INSTITUTE: Genetics,Spatial Regulation of Developmental Gene Expression,0.5
9028649,Nutrition and Physical Activity Assessment Study (NPAAS),NATIONAL CANCER INSTITUTE,2016.0,843797.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Nutrition and Physical Activity Assessment Study (NPAAS),0.84
7741723,Genomic Approaches to Divining Mechanisms for Acclimation Cu Defiency,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2010.0,50474.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Genomic Approaches to Divining Mechanisms for Acclimation Cu Defiency,0.05
10476289,Integrity and localization of Mitochondria in Menkes Disease Pathogenesis,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2022.0,84750.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Integrity and localization of Mitochondria in Menkes Disease Pathogenesis,0.08
6884881,mRNA Processing in Reproduction and Fertilization,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2005.0,298786.0,40,NATIONAL CANCER INSTITUTE: Genetics,mRNA Processing in Reproduction and Fertilization,0.3
9773342,Cornell Roybal Center-Translational Research Institute on Pain in Lather Life- II,NATIONAL INSTITUTE ON AGING,2018.0,329481.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,Cornell Roybal Center-Translational Research Institute on Pain in Lather Life- II,0.33
10625496,Functional Role of the Enterococcal Polysaccharide Antigen,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,191250.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Functional Role of the Enterococcal Polysaccharide Antigen,0.19
10097912,PKD proteins in endothelial cells,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2021.0,602338.0,34,NATIONAL CANCER INSTITUTE: Genetics,PKD proteins in endothelial cells,0.6
9069026,Improving the Outcomes of Stem Cell Transplantation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2016.0,163530.0,43,NATIONAL CANCER INSTITUTE: Clinical Research,Improving the Outcomes of Stem Cell Transplantation,0.16
8033428,CD8 T Cells in Rheumatoid Arthritis,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2009.0,220000.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,CD8 T Cells in Rheumatoid Arthritis,0.22
7888422,Binge Drinking: Individual Differences in the Capacity to Alter Drinking Patterns,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2010.0,558722.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Binge Drinking: Individual Differences in the Capacity to Alter Drinking Patterns,0.56
8080498,Cannabinoid Modulation of Cell Function,NATIONAL INSTITUTE ON DRUG ABUSE,2011.0,129597.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Cannabinoid Modulation of Cell Function,0.13
7514575,Solid-state NMR of antimicrobial and cationic membrane peptides,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2008.0,309037.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Solid-state NMR of antimicrobial and cationic membrane peptides,0.31
8982082,Investigating the Appropriateness of 30-Day Rehospitalizations in Dialysis Patients,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2015.0,73962.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Investigating the Appropriateness of 30-Day Rehospitalizations in Dialysis Patients,0.07
10001440,"Wireless, Self-Powered Sensors for Continuous and Long-term Monitoring of Spinal Fusion Process",NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2020.0,172652.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,"Wireless, Self-Powered Sensors for Continuous and Long-term Monitoring of Spinal Fusion Process",0.17
7792840,Seahorse XF-96 Analyzer for Non-Invasive Monitoring of Mitochondrial Function,NATIONAL CENTER FOR RESEARCH RESOURCES,2010.0,171836.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Seahorse XF-96 Analyzer for Non-Invasive Monitoring of Mitochondrial Function,0.17
6184317,"ELECTRICAL REMODELING, REPOLARIZATION &ANTIARRHYTHMICS","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2000.0,320289.0,34,NATIONAL CANCER INSTITUTE: Genetics,"ELECTRICAL REMODELING, REPOLARIZATION &ANTIARRHYTHMICS",0.32
7425412,Innate Immunomodulating Genes of Smallpox Vaccines,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,342172.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Innate Immunomodulating Genes of Smallpox Vaccines,0.34
7017114,Chemical Approaches to Protein Phosphorylation,NATIONAL CANCER INSTITUTE,2006.0,284191.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Chemical Approaches to Protein Phosphorylation,0.28
9827979,Towards a Better Understanding of SCN8A-Derived Epilepsy,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2019.0,38078.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Towards a Better Understanding of SCN8A-Derived Epilepsy,0.04
6433855,CNS Disease and Autoimmunity of Glutamate Receptors,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2002.0,345000.0,40,NATIONAL CANCER INSTITUTE: Genetics,CNS Disease and Autoimmunity of Glutamate Receptors,0.34
9850841,PATHWAYS TO NEW BIOMARKERS IN RECURRENT ABDOMINAL PAIN IN CHILDREN,NATIONAL INSTITUTE OF NURSING RESEARCH,2020.0,491157.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,PATHWAYS TO NEW BIOMARKERS IN RECURRENT ABDOMINAL PAIN IN CHILDREN,0.49
8327623,In Vivo Cellular and Molecular Imaging Center@Stanford,NATIONAL CANCER INSTITUTE,2012.0,1429105.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,In Vivo Cellular and Molecular Imaging Center@Stanford,1.43
9241380,Video Informed Consent Tools to Improve Care for Patients With Advanced Pancreatic Cancer,NATIONAL CANCER INSTITUTE,2017.0,176231.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Video Informed Consent Tools to Improve Care for Patients With Advanced Pancreatic Cancer,0.18
10247686,Studies of Bacterial Endospore Germination,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2021.0,305868.0,24,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Clinical Research,Studies of Bacterial Endospore Germination,0.31
6924205,DIFFERENTIAL FUNCTION AND REGULATION OF RUNX2 ISOFORMS,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,257728.0,29,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",DIFFERENTIAL FUNCTION AND REGULATION OF RUNX2 ISOFORMS,0.26
10020032,Evaluation of Oral Minocycline in Treating Geographic Atrophy Associated with Age-Related Macular Degeneration,NATIONAL EYE INSTITUTE,2019.0,27540.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Evaluation of Oral Minocycline in Treating Geographic Atrophy Associated with Age-Related Macular Degeneration,0.03
6178141,NITRIC OXIDE AND MUCOSAL MICROVASCULAR FUNCTION IN IBD,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2000.0,74750.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",NITRIC OXIDE AND MUCOSAL MICROVASCULAR FUNCTION IN IBD,0.07
7586893,Functional assessment in the management of sickle cell pain in children,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2009.0,132030.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Functional assessment in the management of sickle cell pain in children,0.13
7732113,Alterations In Lipid Metabolism In The Nervous System By Ethanol,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2008.0,2333093.0,22,NATIONAL CANCER INSTITUTE: Genetics,Alterations In Lipid Metabolism In The Nervous System By Ethanol,2.33
8309318,Older Drivers: An Evidence-Basis for Licensure Standards,NATIONAL EYE INSTITUTE,2012.0,345708.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Older Drivers: An Evidence-Basis for Licensure Standards,0.35
6685801,Synthesis of Bleomycin Group Antibiotics and Analogues,NATIONAL CANCER INSTITUTE,2003.0,262880.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Synthesis of Bleomycin Group Antibiotics and Analogues,0.26
10755019,Circuits driving spatial coding deficits in epilepsy,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2023.0,64861.0,33,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Circuits driving spatial coding deficits in epilepsy,0.06
9339431,IGF::OT::IGF - DELOITTE CONSULTING TO PROVIDE SUPPORT SERVICES FOR FUNCTIONAL AREA TWO (2) OF THE NHLBI INNOVATION AND COMMERCIALIZATION COORDINATING CENTER (NIC3) FOR A PERIOD OF PERFORMANCE OF MAY 1,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2016.0,753858.0,43,NATIONAL CANCER INSTITUTE: Clinical Research,IGF::OT::IGF - DELOITTE CONSULTING TO PROVIDE SUPPORT SERVICES FOR FUNCTIONAL AREA TWO (2) OF THE NHLBI INNOVATION AND C,0.75
6759997,ENDOTHELIAL CELL ACTIVATION AND DECOMPENSATION IN CHF,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,129384.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",ENDOTHELIAL CELL ACTIVATION AND DECOMPENSATION IN CHF,0.13
10204906,Bladder Fiducial Markers and Diffusion-MRI to Optimize Bladder Chemo-Radiotherapy,NATIONAL CANCER INSTITUTE,2021.0,612908.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Bladder Fiducial Markers and Diffusion-MRI to Optimize Bladder Chemo-Radiotherapy,0.61
6936477,Magnetic Resonance Imaging of Coronary Arteries at 3.OT,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2005.0,321895.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Magnetic Resonance Imaging of Coronary Arteries at 3.OT,0.32
9732479,Endogenous enkephalins and reward mechanisms,NATIONAL INSTITUTE ON DRUG ABUSE,2019.0,320224.0,33,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Endogenous enkephalins and reward mechanisms,0.32
6576175,DIFFERENTIATING AGENTS IN HEMATOLOGIC MALIGNANCIES,NATIONAL CANCER INSTITUTE,2002.0,108407.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,DIFFERENTIATING AGENTS IN HEMATOLOGIC MALIGNANCIES,0.11
